,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Nation,name,Year,Month
16,ALFONSO,Javier,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,26.0,5.0,7.6,,12.6,USA,Javier ALFONSO,2023,2
17,ALFONSO,Javier,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,3.0,5.6,8.55,,14.15,USA,Javier ALFONSO,2023,2
18,ANAYA,Ashton,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,12.0,5.6,7.8,,13.4,USA,Ashton ANAYA,2023,8
19,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,5.1,8.4,,13.5,USA,Michael ARTLIP,2022,8
20,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,4.2,8.1,,12.3,USA,Michael ARTLIP,2022,8
21,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",HB,,5.0,8.0,,13.0,USA,Michael ARTLIP,2022,8
22,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",HB,,5.0,7.3,,12.3,USA,Michael ARTLIP,2022,8
23,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,4.3,8.95,,13.25,USA,Michael ARTLIP,2022,8
24,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PB,,4.3,9.45,,13.75,USA,Michael ARTLIP,2022,8
25,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,5.0,7.15,,12.15,USA,Michael ARTLIP,2022,8
26,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,5.0,7.95,,12.95,USA,Michael ARTLIP,2022,8
27,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",SR,,3.9,8.5,,12.4,USA,Michael ARTLIP,2022,8
28,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",SR,,3.9,7.8,,11.7,USA,Michael ARTLIP,2022,8
29,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,4.8,8.9,0.1,13.6,USA,Michael ARTLIP,2022,8
30,ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,4.8,8.85,,13.65,USA,Michael ARTLIP,2022,8
31,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,25.0,4.9,7.9,0.1,12.7,USA,Michael ARTLIP,2022,7
32,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,30.0,4.7,7.0,,11.7,USA,Michael ARTLIP,2022,7
33,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,28.0,4.3,8.4,,12.7,USA,Michael ARTLIP,2022,7
34,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,24.0,4.8,7.15,,11.95,USA,Michael ARTLIP,2022,7
35,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,15.0,4.2,8.8,,13.0,USA,Michael ARTLIP,2022,7
36,ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,15.0,4.8,9.3,,14.1,USA,Michael ARTLIP,2022,7
37,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,18.0,5.1,7.6,,12.7,USA,Michael ARTLIP,2022,2
38,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,36.0,5.0,5.1,,10.1,USA,Michael ARTLIP,2022,2
39,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,25.0,4.6,8.05,,12.65,USA,Michael ARTLIP,2022,2
40,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,30.0,4.7,6.8,,11.5,USA,Michael ARTLIP,2022,2
41,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,14.0,4.2,8.85,,13.05,USA,Michael ARTLIP,2022,2
42,ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,19.0,5.2,8.9,0.1,14.0,USA,Michael ARTLIP,2022,2
43,ARTLIP,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,8.0,5.0,9.05,,14.05,USA,Michael ARTLIP,2023,8
44,ARTLIP,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,26.0,5.0,7.85,,12.85,USA,Michael ARTLIP,2023,8
45,ARTLIP,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,24.0,4.3,9.2,,13.5,USA,Michael ARTLIP,2023,8
46,ARTLIP,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,22.0,4.8,7.7,,12.5,USA,Michael ARTLIP,2023,8
47,ARTLIP,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,9.0,4.8,9.65,,14.45,USA,Michael ARTLIP,2023,8
48,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.1,8.4,,13.5,USA,Michael ARTLIP,2023,8
49,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.1,8.6,,13.7,USA,Michael ARTLIP,2023,8
50,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",HB,,5.0,8.1,,13.1,USA,Michael ARTLIP,2023,8
51,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",HB,,5.0,7.7,,12.7,USA,Michael ARTLIP,2023,8
52,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PB,,4.3,8.95,,13.25,USA,Michael ARTLIP,2023,8
53,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,4.3,9.1,,13.4,USA,Michael ARTLIP,2023,8
54,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PH,,4.4,8.35,,12.75,USA,Michael ARTLIP,2023,8
55,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,4.7,8.25,,12.95,USA,Michael ARTLIP,2023,8
56,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",SR,,3.9,8.65,,12.55,USA,Michael ARTLIP,2023,8
57,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",SR,,3.9,8.45,,12.35,USA,Michael ARTLIP,2023,8
58,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,4.8,9.2,,14.0,USA,Michael ARTLIP,2023,8
59,ARTLIP,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,4.8,9.1,,13.9,USA,Michael ARTLIP,2023,8
60,ARTLIP,Michael,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,16.0,4.8,7.85,,12.65,USA,Michael ARTLIP,2023,2
61,ARTLIP,Michael,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,30.0,4.3,7.0,,11.3,USA,Michael ARTLIP,2023,2
62,ARTLIP,Michael,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,27.0,4.3,6.7,,11.0,USA,Michael ARTLIP,2023,2
63,ARTLIP,Michael,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,27.0,3.9,7.75,,11.65,USA,Michael ARTLIP,2023,2
64,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,12.0,5.4,7.8,,13.2,USA,Fuzzy BENAS,2022,2
65,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,16.0,5.4,7.55,,12.95,USA,Fuzzy BENAS,2022,2
66,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,10.0,5.3,8.45,,13.75,USA,Fuzzy BENAS,2022,2
67,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,27.0,4.5,7.3,,11.8,USA,Fuzzy BENAS,2022,2
68,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,13.0,4.9,8.3,,13.2,USA,Fuzzy BENAS,2022,2
69,BENAS,Fuzzy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,10.0,5.2,9.2,,14.4,USA,Fuzzy BENAS,2022,2
70,BENAS,Fuzzy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,10.0,5.0,8.4,,13.4,USA,Fuzzy BENAS,2023,8
71,BENAS,Fuzzy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,13.0,5.2,8.75,,13.95,USA,Fuzzy BENAS,2023,8
72,BENAS,Fuzzy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,25.0,5.4,7.0,,12.4,USA,Fuzzy BENAS,2023,8
73,BENAS,Fuzzy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,17.0,4.7,8.45,,13.15,USA,Fuzzy BENAS,2023,8
74,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",HB,,5.4,6.35,,11.75,USA,Fuzzy BENAS,2023,8
75,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",HB,,5.5,6.0,,11.5,USA,Fuzzy BENAS,2023,8
76,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PB,,5.0,8.65,,13.65,USA,Fuzzy BENAS,2023,8
77,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,5.4,8.45,,13.85,USA,Fuzzy BENAS,2023,8
78,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PH,,5.2,8.25,,13.45,USA,Fuzzy BENAS,2023,8
79,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,5.3,8.15,,13.45,USA,Fuzzy BENAS,2023,8
80,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",SR,,4.6,8.8,,13.4,USA,Fuzzy BENAS,2023,8
81,BENAS,Fuzzy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",SR,,4.7,7.85,,12.55,USA,Fuzzy BENAS,2023,8
82,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,5.1,6.4,0.4,11.1,USA,Maxim BEREZNEV,2022,8
83,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,5.1,7.9,,13.0,USA,Maxim BEREZNEV,2022,8
84,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",HB,,4.4,7.4,,11.8,USA,Maxim BEREZNEV,2022,8
85,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",HB,,4.4,8.25,,12.65,USA,Maxim BEREZNEV,2022,8
86,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,4.9,5.45,,10.35,USA,Maxim BEREZNEV,2022,8
87,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PB,,4.5,8.0,,12.5,USA,Maxim BEREZNEV,2022,8
88,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,4.6,6.85,,11.45,USA,Maxim BEREZNEV,2022,8
89,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,4.6,7.15,,11.75,USA,Maxim BEREZNEV,2022,8
90,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",SR,,4.5,7.95,,12.45,USA,Maxim BEREZNEV,2022,8
91,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",SR,,4.5,8.45,,12.95,USA,Maxim BEREZNEV,2022,8
92,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5.2,8.0,0.3,12.9,USA,Maxim BEREZNEV,2022,8
93,BEREZNEV,Maxim,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,5.2,9.25,0.1,14.35,USA,Maxim BEREZNEV,2022,8
94,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.3,7.7,,13.0,USA,Maxim BEREZNEV,2023,8
95,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.3,7.7,0.1,12.9,USA,Maxim BEREZNEV,2023,8
96,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",HB,,4.4,8.05,,12.45,USA,Maxim BEREZNEV,2023,8
97,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",HB,,4.4,7.65,,12.05,USA,Maxim BEREZNEV,2023,8
98,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PB,,4.9,7.7,,12.6,USA,Maxim BEREZNEV,2023,8
99,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,4.9,7.9,,12.8,USA,Maxim BEREZNEV,2023,8
100,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PH,,4.9,5.6,,10.5,USA,Maxim BEREZNEV,2023,8
101,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,4.9,4.5,,9.4,USA,Maxim BEREZNEV,2023,8
102,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",SR,,4.5,8.1,,12.6,USA,Maxim BEREZNEV,2023,8
103,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",SR,,4.5,8.1,,12.6,USA,Maxim BEREZNEV,2023,8
104,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,5.2,8.8,,14.0,USA,Maxim BEREZNEV,2023,8
105,BEREZNEV,Maxim,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.2,8.8,,14.0,USA,Maxim BEREZNEV,2023,8
106,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,24.0,5.1,7.1,0.1,12.1,USA,Maxim BEREZNEV,2023,2
107,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,17.0,4.2,8.4,,12.6,USA,Maxim BEREZNEV,2023,2
108,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,22.0,4.2,8.9,,13.1,USA,Maxim BEREZNEV,2023,2
109,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,28.0,4.5,6.45,,10.95,USA,Maxim BEREZNEV,2023,2
110,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,17.0,4.5,8.35,,12.85,USA,Maxim BEREZNEV,2023,2
111,BEREZNEV,Maxim,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,5.2,7.95,0.1,13.05,USA,Maxim BEREZNEV,2023,2
112,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,5.7,7.7,0.2,13.2,USA,Jeremy BISCHOFF,2022,8
113,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,5.7,8.05,,13.75,USA,Jeremy BISCHOFF,2022,8
114,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",HB,,5.5,7.7,,13.2,USA,Jeremy BISCHOFF,2022,8
115,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",HB,,5.5,7.7,,13.2,USA,Jeremy BISCHOFF,2022,8
116,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,5.6,7.2,,12.8,USA,Jeremy BISCHOFF,2022,8
117,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PB,,5.6,8.0,,13.6,USA,Jeremy BISCHOFF,2022,8
118,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,5.7,6.0,,11.7,USA,Jeremy BISCHOFF,2022,8
119,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,5.7,5.55,,11.25,USA,Jeremy BISCHOFF,2022,8
120,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",SR,,5.1,7.3,,12.4,USA,Jeremy BISCHOFF,2022,8
121,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",SR,,5.1,7.85,,12.95,USA,Jeremy BISCHOFF,2022,8
122,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,4.8,9.1,0.1,13.8,USA,Jeremy BISCHOFF,2022,8
123,BISCHOFF,Jeremy,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,4.8,8.95,,13.75,USA,Jeremy BISCHOFF,2022,8
124,BISCHOFF,Jeremy,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,16.0,5.7,6.75,,12.45,USA,Jeremy BISCHOFF,2022,7
125,BISCHOFF,Jeremy,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,21.0,5.1,7.6,,12.7,USA,Jeremy BISCHOFF,2022,7
126,BISCHOFF,Jeremy,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,16.0,4.8,9.2,,14.0,USA,Jeremy BISCHOFF,2022,7
127,BISCHOFF,Jeremy,m,USA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,16.0,5.7,6.9,,12.6,USA,Jeremy BISCHOFF,2022,3
128,BISCHOFF,Jeremy,m,USA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,24.0,4.9,7.75,,12.65,USA,Jeremy BISCHOFF,2022,3
129,BISCHOFF,Jeremy,m,USA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,11.0,5.3,8.05,,13.35,USA,Jeremy BISCHOFF,2022,3
130,BISCHOFF,Jeremy,m,USA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,12.0,5.7,6.75,,12.45,USA,Jeremy BISCHOFF,2022,3
131,BISCHOFF,Jeremy,m,USA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,18.0,4.6,8.45,,13.05,USA,Jeremy BISCHOFF,2022,3
132,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,24.0,5.5,7.05,,12.55,USA,Jeremy BISCHOFF,2022,2
133,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,17.0,5.4,7.45,,12.85,USA,Jeremy BISCHOFF,2022,2
134,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,21.0,5.6,7.45,,13.05,USA,Jeremy BISCHOFF,2022,2
135,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,25.0,5.1,6.95,,12.05,USA,Jeremy BISCHOFF,2022,2
136,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,23.0,5.1,7.55,,12.65,USA,Jeremy BISCHOFF,2022,2
137,BISCHOFF,Jeremy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,21.0,4.8,9.1,,13.9,USA,Jeremy BISCHOFF,2022,2
138,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,7.0,5.7,8.55,,14.25,USA,Jeremy BISCHOFF,2023,8
139,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,14.0,5.6,7.7,,13.3,USA,Jeremy BISCHOFF,2023,8
140,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,41.0,5.8,7.15,,12.95,USA,Jeremy BISCHOFF,2023,8
141,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,17.0,4.6,8.3,,12.9,USA,Jeremy BISCHOFF,2023,8
142,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,27.0,5.1,7.85,,12.95,USA,Jeremy BISCHOFF,2023,8
143,BISCHOFF,Jeremy,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,30.0,4.8,9.0,,13.8,USA,Jeremy BISCHOFF,2023,8
144,BISCHOFF,Jeremy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.7,8.25,,13.95,USA,Jeremy BISCHOFF,2023,8
145,BISCHOFF,Jeremy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.7,8.3,,14.0,USA,Jeremy BISCHOFF,2023,8
146,BISCHOFF,Jeremy,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",HB,,5.3,7.75,,13.05,USA,Jeremy BISCHOFF,2023,8
147,BISCHOFF,Jeremy,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",HB,,5.2,7.75,,12.95,USA,Jeremy BISCHOFF,2023,8
