"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Nation","name","Year"
"ARTLIP","Michael","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","SR",NA,3.9,7.8,NA,11.7,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,4.8,8.9,0.1,13.6,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,4.8,8.85,NA,13.65,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","FX",25,4.9,7.9,0.1,12.7,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","HB",30,4.7,7,NA,11.7,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","PB",28,4.3,8.4,NA,12.7,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","PH",24,4.8,7.15,NA,11.95,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","SR",15,4.2,8.8,NA,13,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","VT",15,4.8,9.3,NA,14.1,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","FX",18,5.1,7.6,NA,12.7,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","HB",36,5,5.1,NA,10.1,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PB",25,4.6,8.05,NA,12.65,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PH",30,4.7,6.8,NA,11.5,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","SR",14,4.2,8.85,NA,13.05,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","VT",19,5.2,8.9,0.1,14,"USA","Michael ARTLIP","2022"
"ARTLIP","Michael","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",8,5,9.05,NA,14.05,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","HB",26,5,7.85,NA,12.85,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PB",24,4.3,9.2,NA,13.5,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PH",22,4.8,7.7,NA,12.5,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",9,4.8,9.65,NA,14.45,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.1,8.4,NA,13.5,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.1,8.6,NA,13.7,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","HB",NA,5,8.1,NA,13.1,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","HB",NA,5,7.7,NA,12.7,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PB",NA,4.3,8.95,NA,13.25,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PB",NA,4.3,9.1,NA,13.4,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PH",NA,4.4,8.35,NA,12.75,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PH",NA,4.7,8.25,NA,12.95,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","SR",NA,3.9,8.65,NA,12.55,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","SR",NA,3.9,8.45,NA,12.35,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,4.8,9.2,NA,14,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,4.8,9.1,NA,13.9,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","HB",16,4.8,7.85,NA,12.65,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","PB",30,4.3,7,NA,11.3,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","PH",27,4.3,6.7,NA,11,"USA","Michael ARTLIP","2023"
"ARTLIP","Michael","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","SR",27,3.9,7.75,NA,11.65,"USA","Michael ARTLIP","2023"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","FX",12,5.4,7.8,NA,13.2,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","HB",16,5.4,7.55,NA,12.95,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PB",10,5.3,8.45,NA,13.75,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PH",27,4.5,7.3,NA,11.8,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","SR",13,4.9,8.3,NA,13.2,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","VT",10,5.2,9.2,NA,14.4,"USA","Fuzzy BENAS","2022"
"BENAS","Fuzzy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","HB",10,5,8.4,NA,13.4,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PB",13,5.2,8.75,NA,13.95,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PH",25,5.4,7,NA,12.4,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","SR",17,4.7,8.45,NA,13.15,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","HB",NA,5.4,6.35,NA,11.75,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","HB",NA,5.5,6,NA,11.5,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PB",NA,5,8.65,NA,13.65,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PB",NA,5.4,8.45,NA,13.85,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PH",NA,5.2,8.25,NA,13.45,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PH",NA,5.3,8.15,NA,13.45,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","SR",NA,4.6,8.8,NA,13.4,"USA","Fuzzy BENAS","2023"
"BENAS","Fuzzy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","SR",NA,4.7,7.85,NA,12.55,"USA","Fuzzy BENAS","2023"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.1,6.4,0.4,11.1,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","FX",NA,5.1,7.9,NA,13,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","HB",NA,4.4,7.4,NA,11.8,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","HB",NA,4.4,8.25,NA,12.65,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","PB",NA,4.9,5.45,NA,10.35,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","PB",NA,4.5,8,NA,12.5,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","PH",NA,4.6,6.85,NA,11.45,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","PH",NA,4.6,7.15,NA,11.75,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","SR",NA,4.5,7.95,NA,12.45,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","SR",NA,4.5,8.45,NA,12.95,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,5.2,8,0.3,12.9,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,5.2,9.25,0.1,14.35,"USA","Maxim BEREZNEV","2022"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.3,7.7,NA,13,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.3,7.7,0.1,12.9,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","HB",NA,4.4,8.05,NA,12.45,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","HB",NA,4.4,7.65,NA,12.05,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PB",NA,4.9,7.7,NA,12.6,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PB",NA,4.9,7.9,NA,12.8,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PH",NA,4.9,5.6,NA,10.5,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","PH",NA,4.9,4.5,NA,9.4,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","SR",NA,4.5,8.1,NA,12.6,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","SR",NA,4.5,8.1,NA,12.6,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,5.2,8.8,NA,14,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,5.2,8.8,NA,14,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",24,5.1,7.1,0.1,12.1,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","HB",17,4.2,8.4,NA,12.6,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","PB",22,4.2,8.9,NA,13.1,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","PH",28,4.5,6.45,NA,10.95,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","SR",17,4.5,8.35,NA,12.85,"USA","Maxim BEREZNEV","2023"
"BEREZNEV","Maxim","m","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,5.2,7.95,0.1,13.05,"USA","Maxim BEREZNEV","2023"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.7,7.7,0.2,13.2,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","FX",NA,5.7,8.05,NA,13.75,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","HB",NA,5.5,7.7,NA,13.2,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","HB",NA,5.5,7.7,NA,13.2,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","PB",NA,5.6,7.2,NA,12.8,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","PB",NA,5.6,8,NA,13.6,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","PH",NA,5.7,6,NA,11.7,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","PH",NA,5.7,5.55,NA,11.25,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","SR",NA,5.1,7.3,NA,12.4,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","SR",NA,5.1,7.85,NA,12.95,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,4.8,9.1,0.1,13.8,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,4.8,8.95,NA,13.75,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","PH",16,5.7,6.75,NA,12.45,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","SR",21,5.1,7.6,NA,12.7,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","VT",16,4.8,9.2,NA,14,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","FX",16,5.7,6.9,NA,12.6,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","HB",24,4.9,7.75,NA,12.65,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","PB",11,5.3,8.05,NA,13.35,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","PH",12,5.7,6.75,NA,12.45,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","SR",18,4.6,8.45,NA,13.05,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","FX",24,5.5,7.05,NA,12.55,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","HB",17,5.4,7.45,NA,12.85,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PB",21,5.6,7.45,NA,13.05,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","PH",25,5.1,6.95,NA,12.05,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","SR",23,5.1,7.55,NA,12.65,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","VT",21,4.8,9.1,NA,13.9,"USA","Jeremy BISCHOFF","2022"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",7,5.7,8.55,NA,14.25,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","HB",14,5.6,7.7,NA,13.3,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PB",41,5.8,7.15,NA,12.95,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PH",17,4.6,8.3,NA,12.9,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","SR",27,5.1,7.85,NA,12.95,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",30,4.8,9,NA,13.8,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.7,8.25,NA,13.95,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.7,8.3,NA,14,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","HB",NA,5.3,7.75,NA,13.05,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","HB",NA,5.2,7.75,NA,12.95,"USA","Jeremy BISCHOFF","2023"
"BISCHOFF","Jeremy","m","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","PB",NA,6,8.5,NA,14.5,"USA","Jeremy BISCHOFF","2023"
