,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Nation,name,Year,Month
21,BILES,Simone,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,6.4,9.6,0.6,15.4,USA,Simone BILES,2023,8
22,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,6.4,8.05,,14.45,USA,Simone BILES,2023,8
23,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,6.5,8.35,,14.85,USA,Simone BILES,2023,8
24,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,6.8,8.1,0.1,14.8,USA,Simone BILES,2023,8
25,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,6.8,8.6,,15.4,USA,Simone BILES,2023,8
26,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,6.0,8.35,,14.35,USA,Simone BILES,2023,8
27,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,6.0,8.05,,14.05,USA,Simone BILES,2023,8
28,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,6.4,9.8,0.5,15.7,USA,Simone BILES,2023,8
29,BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.6,9.25,,14.85,USA,Simone BILES,2023,8
30,BLAKELY,Skye,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",BB,5.0,6.2,7.1,,13.3,USA,Skye BLAKELY,2022,11
31,BLAKELY,Skye,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,2.0,6.0,7.733,,13.733,USA,Skye BLAKELY,2022,11
32,BLAKELY,Skye,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,6.0,7.266,,13.266,USA,Skye BLAKELY,2022,11
33,BLAKELY,Skye,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,11.0,5.7,7.9,,13.6,USA,Skye BLAKELY,2022,11
34,BLAKELY,Skye,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,63.0,5.5,7.066,,12.566,USA,Skye BLAKELY,2022,11
35,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,6.3,7.15,,13.45,USA,Skye BLAKELY,2022,8
36,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,5.8,7.15,,12.95,USA,Skye BLAKELY,2022,8
37,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,5.4,8.0,0.1,13.3,USA,Skye BLAKELY,2022,8
38,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,5.6,7.85,,13.45,USA,Skye BLAKELY,2022,8
39,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,5.6,8.25,,13.85,USA,Skye BLAKELY,2022,8
40,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,5.5,8.4,,13.9,USA,Skye BLAKELY,2022,8
41,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5.0,9.1,,14.1,USA,Skye BLAKELY,2022,8
42,BLAKELY,Skye,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,5.0,9.3,,14.3,USA,Skye BLAKELY,2022,8
43,BLAKELY,Skye,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,3.0,6.0,7.5,,13.5,USA,Skye BLAKELY,2022,2
44,BLAKELY,Skye,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,2.0,5.4,7.85,,13.25,USA,Skye BLAKELY,2022,2
45,BLAKELY,Skye,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,7.0,5.0,8.15,,13.15,USA,Skye BLAKELY,2022,2
46,BLAKELY,Skye,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,5.0,8.9,0.1,13.8,USA,Skye BLAKELY,2022,2
47,BLAKELY,Skye,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,92.0,6.0,5.866,,11.866,USA,Skye BLAKELY,2023,10
48,BLAKELY,Skye,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,8.0,5.9,8.233,,14.133,USA,Skye BLAKELY,2023,10
49,BLAKELY,Skye,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,5.9,8.266,,14.166,USA,Skye BLAKELY,2023,10
50,BLAKELY,Skye,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,3.0,6.4,7.9,,14.3,USA,Skye BLAKELY,2023,8
51,BLAKELY,Skye,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,2.0,5.9,8.45,,14.35,USA,Skye BLAKELY,2023,8
52,BLAKELY,Skye,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,5.0,9.1,,14.1,USA,Skye BLAKELY,2023,8
53,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,6.1,7.95,,14.05,USA,Skye BLAKELY,2023,8
54,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,6.1,8.1,,14.2,USA,Skye BLAKELY,2023,8
55,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.6,7.4,0.1,12.9,USA,Skye BLAKELY,2023,8
56,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.7,6.8,0.3,12.2,USA,Skye BLAKELY,2023,8
57,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,5.9,8.5,,14.4,USA,Skye BLAKELY,2023,8
58,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,5.9,8.5,,14.4,USA,Skye BLAKELY,2023,8
59,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,5.0,9.35,,14.35,USA,Skye BLAKELY,2023,8
60,BLAKELY,Skye,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.0,9.25,,14.25,USA,Skye BLAKELY,2023,8
61,BLAKELY,Skye,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,1.0,5.9,7.6,0.1,13.4,USA,Skye BLAKELY,2023,2
62,BLAKELY,Skye,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,8.0,5.9,7.25,,13.15,USA,Skye BLAKELY,2023,2
63,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,5.2,7.5,,12.7,USA,Charlotte BOOTH,2022,8
64,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,5.1,7.25,,12.35,USA,Charlotte BOOTH,2022,8
65,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,4.8,7.3,,12.1,USA,Charlotte BOOTH,2022,8
66,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,4.8,7.55,0.2,12.15,USA,Charlotte BOOTH,2022,8
67,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,5.9,6.4,,12.3,USA,Charlotte BOOTH,2022,8
68,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,5.7,7.7,,13.4,USA,Charlotte BOOTH,2022,8
69,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5.0,8.6,0.1,13.5,USA,Charlotte BOOTH,2022,8
70,BOOTH,Charlotte,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,5.0,8.6,,13.6,USA,Charlotte BOOTH,2022,8
71,BOOTH,Charlotte,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,9.0,5.1,6.6,,11.7,USA,Charlotte BOOTH,2022,7
72,BOOTH,Charlotte,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,3.0,5.7,7.7,,13.4,USA,Charlotte BOOTH,2022,7
73,BOOTH,Charlotte,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,24.0,4.9,5.7,,10.6,USA,Charlotte BOOTH,2022,2
74,BOOTH,Charlotte,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,18.0,4.7,7.4,,12.1,USA,Charlotte BOOTH,2022,2
75,BOOTH,Charlotte,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,15.0,5.5,7.15,,12.65,USA,Charlotte BOOTH,2022,2
76,BOOTH,Charlotte,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,4.6,9.1,,13.7,USA,Charlotte BOOTH,2022,2
77,BOOTH,Charlotte,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,22.0,4.6,7.2,,11.8,USA,Charlotte BOOTH,2023,8
78,BOOTH,Charlotte,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,11.0,5.1,7.7,,12.8,USA,Charlotte BOOTH,2023,8
79,BOOTH,Charlotte,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,9.0,5.5,8.15,,13.65,USA,Charlotte BOOTH,2023,8
80,BOOTH,Charlotte,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,4.6,9.1,,13.7,USA,Charlotte BOOTH,2023,8
81,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,4.8,7.7,,12.5,USA,Charlotte BOOTH,2023,8
82,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,4.8,6.5,,11.3,USA,Charlotte BOOTH,2023,8
83,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.1,7.4,,12.5,USA,Charlotte BOOTH,2023,8
84,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,4.9,6.4,0.1,11.2,USA,Charlotte BOOTH,2023,8
85,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,5.4,7.7,,13.1,USA,Charlotte BOOTH,2023,8
86,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,5.4,7.95,,13.35,USA,Charlotte BOOTH,2023,8
87,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,4.6,9.0,,13.6,USA,Charlotte BOOTH,2023,8
88,BOOTH,Charlotte,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,4.6,8.8,,13.4,USA,Charlotte BOOTH,2023,8
89,BOOTH,Charlotte,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,12.0,4.9,7.15,,12.05,USA,Charlotte BOOTH,2023,2
90,BOOTH,Charlotte,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,22.0,4.8,7.25,0.3,11.75,USA,Charlotte BOOTH,2023,2
91,BOOTH,Charlotte,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,2.0,5.7,8.05,,13.75,USA,Charlotte BOOTH,2023,2
92,BOOTH,Charlotte,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,4.6,8.95,,13.55,USA,Charlotte BOOTH,2023,2
93,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,11.0,5.2,7.433,,12.633,USA,Jade CAREY,2022,11
94,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,11.0,5.4,7.733,,13.133,USA,Jade CAREY,2022,11
95,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,5.4,7.5,0.1,12.8,USA,Jade CAREY,2022,11
96,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,3.0,6.1,8.066,,14.166,USA,Jade CAREY,2022,11
97,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",FX,3.0,5.9,7.833,,13.733,USA,Jade CAREY,2022,11
98,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,5.0,6.1,7.966,,14.066,USA,Jade CAREY,2022,11
99,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,6.1,8.0,,14.1,USA,Jade CAREY,2022,11
100,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,15.0,5.4,7.766,,13.166,USA,Jade CAREY,2022,11
101,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,32.0,5.4,7.933,,13.333,USA,Jade CAREY,2022,11
102,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,2.0,5.6,9.133,,14.733,USA,Jade CAREY,2022,11
103,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,5.6,9.2,,14.8,USA,Jade CAREY,2022,11
104,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT,1.0,5.6,9.133,,14.733,USA,Jade CAREY,2022,11
105,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,2.0,5.6,9.0,,14.6,USA,Jade CAREY,2022,11
106,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,1.0,5.6,9.0,,14.6,USA,Jade CAREY,2022,11
107,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT,1.0,5.0,9.3,,14.3,USA,Jade CAREY,2022,11
108,CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,1.0,5.0,9.366,,14.366,USA,Jade CAREY,2022,11
109,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",BB,2.0,5.8,7.95,,13.75,USA,Jade CAREY,2022,9
110,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",BB,2.0,5.4,8.0,,13.4,USA,Jade CAREY,2022,9
111,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",VT,1.0,5.6,9.15,,14.75,USA,Jade CAREY,2022,9
112,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT,1.0,5.6,8.95,,14.55,USA,Jade CAREY,2022,9
113,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",VT,1.0,5.0,9.1,0.1,14.0,USA,Jade CAREY,2022,9
114,CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT,1.0,5.0,9.15,,14.15,USA,Jade CAREY,2022,9
115,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,5.6,7.6,,13.2,USA,Jade CAREY,2022,8
116,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,5.8,7.5,,13.3,USA,Jade CAREY,2022,8
117,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,5.9,8.15,,14.05,USA,Jade CAREY,2022,8
118,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,5.9,7.95,,13.85,USA,Jade CAREY,2022,8
119,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,5.5,8.1,,13.6,USA,Jade CAREY,2022,8
120,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,5.5,7.95,,13.45,USA,Jade CAREY,2022,8
121,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5.6,9.2,,14.8,USA,Jade CAREY,2022,8
122,CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,5.6,9.05,,14.65,USA,Jade CAREY,2022,8
123,CAREY,Jade,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,9.0,5.6,7.4,,13.0,USA,Jade CAREY,2023,8
124,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,5.7,6.45,,12.15,USA,Jade CAREY,2023,8
125,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,5.7,6.35,,12.05,USA,Jade CAREY,2023,8
126,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.9,7.45,,13.35,USA,Jade CAREY,2023,8
127,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.8,7.4,0.1,13.1,USA,Jade CAREY,2023,8
128,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,5.1,6.95,,12.05,USA,Jade CAREY,2023,8
129,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,5.4,7.85,,13.25,USA,Jade CAREY,2023,8
130,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,5.6,8.35,,13.95,USA,Jade CAREY,2023,8
131,CAREY,Jade,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.6,8.95,,14.55,USA,Jade CAREY,2023,8
132,CAYLOR,Dulcy,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,16.0,5.1,7.6,,12.7,USA,Dulcy CAYLOR,2023,8
133,CAYLOR,Dulcy,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,12.0,5.4,7.25,,12.65,USA,Dulcy CAYLOR,2023,8
134,CAYLOR,Dulcy,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,16.0,5.0,7.9,,12.9,USA,Dulcy CAYLOR,2023,8
135,CAYLOR,Dulcy,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,5.0,8.7,,13.7,USA,Dulcy CAYLOR,2023,8
136,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,5.2,7.0,,12.2,USA,Dulcy CAYLOR,2023,8
137,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,5.2,7.2,,12.4,USA,Dulcy CAYLOR,2023,8
138,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,5.4,7.7,0.2,12.9,USA,Dulcy CAYLOR,2023,8
139,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,5.3,7.55,0.1,12.75,USA,Dulcy CAYLOR,2023,8
140,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,5.0,7.0,,12.0,USA,Dulcy CAYLOR,2023,8
141,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,5.0,7.75,,12.75,USA,Dulcy CAYLOR,2023,8
142,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,5.0,8.9,,13.9,USA,Dulcy CAYLOR,2023,8
143,CAYLOR,Dulcy,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.0,8.6,,13.6,USA,Dulcy CAYLOR,2023,8
