"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Nation","name","Year"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","UB",NA,6,8.466,NA,14.466,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",1,5.6,9.5,NA,15.1,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5.6,9.2,NA,14.8,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","VT",2,6.4,8.533,0.5,14.433,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",1,6.4,9.366,0.5,15.266,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","VT",2,5.6,9.066,NA,14.666,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",1,5.6,9.033,NA,14.633,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",1,6.5,8.3,NA,14.8,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",1,6.8,8.1,NA,14.9,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","UB",3,6,8,NA,14,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,6.4,9.6,0.6,15.4,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","BB",NA,6.4,8.05,NA,14.45,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","BB",NA,6.5,8.35,NA,14.85,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,6.8,8.1,0.1,14.8,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,6.8,8.6,NA,15.4,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","UB",NA,6,8.35,NA,14.35,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","UB",NA,6,8.05,NA,14.05,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,6.4,9.8,0.5,15.7,"USA","Simone BILES","2023"
"BILES","Simone","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,5.6,9.25,NA,14.85,"USA","Simone BILES","2023"
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","BB",5,6.2,7.1,NA,13.3,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",2,6,7.733,NA,13.733,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,6,7.266,NA,13.266,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",11,5.7,7.9,NA,13.6,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",63,5.5,7.066,NA,12.566,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","BB",NA,6.3,7.15,NA,13.45,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","BB",NA,5.8,7.15,NA,12.95,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.4,8,0.1,13.3,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","FX",NA,5.6,7.85,NA,13.45,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","UB",NA,5.6,8.25,NA,13.85,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","UB",NA,5.5,8.4,NA,13.9,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,5,9.1,NA,14.1,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,5,9.3,NA,14.3,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","BB",3,6,7.5,NA,13.5,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","FX",2,5.4,7.85,NA,13.25,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","UB",7,5,8.15,NA,13.15,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","VT",NA,5,8.9,0.1,13.8,"USA","Skye BLAKELY","2022"
"BLAKELY","Skye","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",92,6,5.866,NA,11.866,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",8,5.9,8.233,NA,14.133,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","UB",NA,5.9,8.266,NA,14.166,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",3,6.4,7.9,NA,14.3,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","UB",2,5.9,8.45,NA,14.35,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,5,9.1,NA,14.1,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","BB",NA,6.1,7.95,NA,14.05,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","BB",NA,6.1,8.1,NA,14.2,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.6,7.4,0.1,12.9,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.7,6.8,0.3,12.2,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","UB",NA,5.9,8.5,NA,14.4,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","UB",NA,5.9,8.5,NA,14.4,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,5,9.35,NA,14.35,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,5,9.25,NA,14.25,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","BB",1,5.9,7.6,0.1,13.4,"USA","Skye BLAKELY","2023"
"BLAKELY","Skye","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","UB",8,5.9,7.25,NA,13.15,"USA","Skye BLAKELY","2023"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","BB",NA,5.2,7.5,NA,12.7,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","BB",NA,5.1,7.25,NA,12.35,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","FX",NA,4.8,7.3,NA,12.1,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","FX",NA,4.8,7.55,0.2,12.15,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","UB",NA,5.9,6.4,NA,12.3,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","UB",NA,5.7,7.7,NA,13.4,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,5,8.6,0.1,13.5,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,5,8.6,NA,13.6,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","BB",9,5.1,6.6,NA,11.7,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","28-31 July 2022","2022 U.S. Classic","AAfinal","West Valley City, Utah","UB",3,5.7,7.7,NA,13.4,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","BB",24,4.9,5.7,NA,10.6,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","FX",18,4.7,7.4,NA,12.1,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","UB",15,5.5,7.15,NA,12.65,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","25-27 Feb 2022","2022 Winter Cup","AAfinal","Frisco, Texas","VT",NA,4.6,9.1,NA,13.7,"USA","Charlotte BOOTH","2022"
"BOOTH","Charlotte","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",22,4.6,7.2,NA,11.8,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",11,5.1,7.7,NA,12.8,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","UB",9,5.5,8.15,NA,13.65,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,4.6,9.1,NA,13.7,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","BB",NA,4.8,7.7,NA,12.5,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","BB",NA,4.8,6.5,NA,11.3,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.1,7.4,NA,12.5,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,4.9,6.4,0.1,11.2,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","UB",NA,5.4,7.7,NA,13.1,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","UB",NA,5.4,7.95,NA,13.35,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,4.6,9,NA,13.6,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,4.6,8.8,NA,13.4,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","BB",12,4.9,7.15,NA,12.05,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",22,4.8,7.25,0.3,11.75,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","UB",2,5.7,8.05,NA,13.75,"USA","Charlotte BOOTH","2023"
"BOOTH","Charlotte","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,4.6,8.95,NA,13.55,"USA","Charlotte BOOTH","2023"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","BB",11,5.2,7.433,NA,12.633,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",11,5.4,7.733,NA,13.133,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.4,7.5,0.1,12.8,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",3,6.1,8.066,NA,14.166,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","FX",3,5.9,7.833,NA,13.733,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",5,6.1,7.966,NA,14.066,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","FX",NA,6.1,8,NA,14.1,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","UB",15,5.4,7.766,NA,13.166,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",32,5.4,7.933,NA,13.333,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",2,5.6,9.133,NA,14.733,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","VT",NA,5.6,9.2,NA,14.8,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","VT",1,5.6,9.133,NA,14.733,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",2,5.6,9,NA,14.6,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",1,5.6,9,NA,14.6,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","VT",1,5,9.3,NA,14.3,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",1,5,9.366,NA,14.366,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","final","Paris, France","BB",2,5.8,7.95,NA,13.75,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","qual","Paris, France","BB",2,5.4,8,NA,13.4,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","final","Paris, France","VT",1,5.6,9.15,NA,14.75,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","qual","Paris, France","VT",1,5.6,8.95,NA,14.55,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","final","Paris, France","VT",1,5,9.1,0.1,14,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","24-25 Sept 2022","2022 Paris World Challenge Cup","qual","Paris, France","VT",1,5,9.15,NA,14.15,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","BB",NA,5.6,7.6,NA,13.2,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","BB",NA,5.8,7.5,NA,13.3,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","FX",NA,5.9,8.15,NA,14.05,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","FX",NA,5.9,7.95,NA,13.85,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","UB",NA,5.5,8.1,NA,13.6,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","UB",NA,5.5,7.95,NA,13.45,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","qual","Tampa, FL","VT",NA,5.6,9.2,NA,14.8,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","19-20 Aug 2022","2022 U.S. Championships","final","Tampa, FL","VT",NA,5.6,9.05,NA,14.65,"USA","Jade CAREY","2022"
"CAREY","Jade","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",9,5.6,7.4,NA,13,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","BB",NA,5.7,6.45,NA,12.15,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","BB",NA,5.7,6.35,NA,12.05,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.9,7.45,NA,13.35,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.8,7.4,0.1,13.1,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","UB",NA,5.1,6.95,NA,12.05,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","UB",NA,5.4,7.85,NA,13.25,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,5.6,8.35,NA,13.95,"USA","Jade CAREY","2023"
"CAREY","Jade","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,5.6,8.95,NA,14.55,"USA","Jade CAREY","2023"
"CAYLOR","Dulcy","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","BB",16,5.1,7.6,NA,12.7,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","FX",12,5.4,7.25,NA,12.65,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","UB",16,5,7.9,NA,12.9,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","4-6 Aug 2023","2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","VT",NA,5,8.7,NA,13.7,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","BB",NA,5.2,7,NA,12.2,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","BB",NA,5.2,7.2,NA,12.4,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.4,7.7,0.2,12.9,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","FX",NA,5.3,7.55,0.1,12.75,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","UB",NA,5,7,NA,12,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","UB",NA,5,7.75,NA,12.75,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","qual","San Jose, CA","VT",NA,5,8.9,NA,13.9,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","26-27 Aug 2023","2023 U.S. Championships","final","San Jose, CA","VT",NA,5,8.6,NA,13.6,"USA","Dulcy CAYLOR","2023"
"CAYLOR","Dulcy","w","USA","24-26 Feb 2023","2023 Winter Cup","AAfinal","Louisville, Kentucky","BB",13,5.6,6.35,NA,11.95,"USA","Dulcy CAYLOR","2023"
